lat,lon,froce_cyclone,ventricité
41.9375,145.1875,8.056749084073046e-07,-3.526360697057222e-05
-55.6875,149.9375,4.0149105754910425e-07,2.9467521525054903e-05
-49.0625,42.1875,3.7564307870586314e-07,1.9633054199495616e-05
-49.9375,130.0625,2.134127908456851e-07,1.5993716048711722e-05
-41.6875,-31.0625,3.6752440532260435e-07,1.213329976798304e-05
-38.0625,144.8125,5.889716130045753e-07,3.4532365905331744e-05
-48.8125,124.6875,2.4485919440998176e-07,8.259664197024498e-06
-52.4375,161.5625,3.0827090484734586e-07,1.2375095205153629e-05
20.0625,65.1875,1.8763249434727047e-07,-1.2911397251373808e-05
-50.0625,146.9375,3.4309801008726586e-07,1.3361740599390011e-05
-54.5625,86.9375,5.17537199809077e-07,4.252524011600616e-05
-40.4375,-34.6875,6.17823238764405e-07,2.108442119059117e-05
-45.3125,79.1875,3.3489916017352723e-07,1.7216112245681888e-05
36.4375,-176.6875,3.401067754277616e-07,-1.559233170074954e-05
-54.9375,173.6875,4.615940238195816e-07,1.667362141748974e-05
76.0625,-111.3125,1.4695839439839486e-07,-5.510948009841592e-06
26.6875,-94.8125,2.711820375934367e-07,-1.633640550546677e-05
-16.0625,123.4375,2.4172540411842946e-06,3.642966367618452e-05
-36.9375,58.9375,4.4685605694493117e-07,1.6305979428316008e-05
36.8125,176.3125,3.2992935632517863e-07,-1.1062352222815715e-05
-27.5625,176.6875,1.2205691678210028e-07,1.4418967217052264e-05
40.3125,164.9375,1.268727287538655e-07,-1.4146541031204145e-05
33.9375,176.6875,3.7886240390343976e-07,-1.2723400577102501e-05
36.8125,-60.8125,1.1658347768958435e-06,-2.893026358605195e-05
-55.0625,163.0625,8.669679219337456e-07,1.7810602809113777e-05
-39.6875,-45.0625,1.7293678311584916e-07,1.532810655992927e-05
-58.1875,-63.0625,2.0956332836639284e-07,2.3990535608760017e-05
-57.9375,-127.9375,5.474665736540662e-07,3.1138171377914395e-05
25.6875,-86.1875,1.0500664910917681e-07,-1.0548781953683446e-05
-30.0625,113.6875,5.315425249287444e-07,2.4338912281136596e-05
-51.6875,-52.3125,2.2392453744638946e-07,1.2777561271764911e-05
42.0625,-44.8125,4.041750089830488e-07,-1.765412106567227e-05
-52.0625,-173.5625,4.6047983810397525e-07,1.8853293151931834e-05
36.3125,-73.3125,1.1980671648730878e-06,-4.702656958090339e-05
-55.0625,-142.0625,3.1238369432686615e-07,1.465201015278828e-05
70.4375,-98.5625,1.0233444720144936e-07,-5.3892926454093826e-06
43.5625,-41.0625,4.4887264111566893e-07,-2.648864305694379e-05
-49.3125,117.9375,2.484088288931973e-07,1.6628517741225483e-05
-29.4375,70.5625,2.2398541647760011e-07,1.231902657373922e-05
-25.5625,55.1875,2.1135686075144247e-07,1.2760948567670829e-05
-24.9375,111.4375,3.6552977838725696e-07,1.8444447998271254e-05
-36.5625,108.5625,2.888831033506828e-07,1.4402208164119423e-05
-27.9375,159.9375,9.572008860329558e-08,1.4268406446464402e-05
-56.0625,166.3125,5.105211818122001e-07,1.570637823151066e-05
-32.5625,28.8125,6.468032004415136e-07,2.4413904794005816e-05
-35.6875,-45.4375,1.297553612596684e-07,1.0161388250156717e-05
-25.5625,113.1875,5.521301650467245e-07,1.4779409216876299e-05
-44.6875,150.8125,6.580023716148997e-07,1.7802511266519785e-05
-34.8125,104.0625,8.920978968517287e-07,2.8445765901647232e-05
-27.0625,163.5625,3.274417190161683e-07,1.4088264495730325e-05
-45.6875,-17.9375,3.5181543696476565e-07,1.3621795871395953e-05
18.9375,149.1875,2.0147340812771694e-07,-1.4093491003712466e-05
-55.3125,28.0625,1.2318642587033397e-06,3.0981638851266315e-05
-44.8125,55.1875,5.813794508770078e-07,2.1440049378239085e-05
-43.6875,52.3125,2.852720374371286e-07,1.679890348942456e-05
